subset,model,display_name,seed,rul_threshold_tau,late_tolerance_epsilon,eligible_engine_count,late_event_count,late_event_rate,conditional_mean_exceedance,conditional_q95_exceedance,zero_inflated_mean_exceedance,conditional_severity_defined
FD001,rast_gru,RAST-GRU,42,40.0,1.0,28,1,0.03571428571428571,0.6712455749511719,0.6712455749511719,0.023973056248256137,True
FD001,rast_gru,RAST-GRU,42,40.0,2.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,42,40.0,5.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,42,50.0,0.0,33,2,0.06060606060606061,2.1845226287841797,2.6464719772338867,0.13239531083540482,True
FD001,rast_gru,RAST-GRU,42,50.0,0.5,33,2,0.06060606060606061,1.6845226287841797,2.1464719772338867,0.10209228053237453,True
FD001,rast_gru,RAST-GRU,42,50.0,1.0,33,2,0.06060606060606061,1.1845226287841797,1.6464719772338867,0.07178925022934422,True
FD001,rast_gru,RAST-GRU,42,50.0,2.0,33,1,0.030303030303030304,0.6977996826171875,0.6977996826171875,0.02114544492779356,True
FD001,rast_gru,RAST-GRU,42,50.0,5.0,33,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,20.0,0.0,16,1,0.0625,1.9769601821899396,1.9769601821899396,0.12356001138687123,True
FD001,rast_gru,RAST-GRU,123,20.0,0.5,16,1,0.0625,1.4769601821899396,1.4769601821899396,0.09231001138687123,True
FD001,rast_gru,RAST-GRU,123,20.0,1.0,16,1,0.0625,0.9769601821899396,0.9769601821899396,0.06106001138687123,True
FD001,rast_gru,RAST-GRU,123,20.0,2.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,20.0,5.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,30.0,0.0,25,2,0.08,1.1389164924621555,1.893155813217161,0.09111331939697244,True
FD001,rast_gru,RAST-GRU,123,30.0,0.5,25,1,0.04,1.4769601821899396,1.4769601821899396,0.059078407287597584,True
FD001,rast_gru,RAST-GRU,123,30.0,1.0,25,1,0.04,0.9769601821899396,0.9769601821899396,0.03907840728759759,True
FD001,rast_gru,RAST-GRU,123,30.0,2.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,30.0,5.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,40.0,0.0,28,2,0.07142857142857142,1.1389164924621555,1.893155813217161,0.0813511780330111,True
FD001,rast_gru,RAST-GRU,123,40.0,0.5,28,1,0.03571428571428571,1.4769601821899396,1.4769601821899396,0.052748577935354986,True
FD001,rast_gru,RAST-GRU,123,40.0,1.0,28,1,0.03571428571428571,0.9769601821899396,0.9769601821899396,0.03489143507821213,True
FD001,rast_gru,RAST-GRU,123,40.0,2.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,40.0,5.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,50.0,0.0,33,3,0.09090909090909091,0.7689720789591453,1.8093514442443825,0.06990655263264958,True
FD001,rast_gru,RAST-GRU,123,50.0,0.5,33,1,0.030303030303030304,1.4769601821899396,1.4769601821899396,0.044756369157270895,True
FD001,rast_gru,RAST-GRU,123,50.0,1.0,33,1,0.030303030303030304,0.9769601821899396,0.9769601821899396,0.029604854005755746,True
FD001,rast_gru,RAST-GRU,123,50.0,2.0,33,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,123,50.0,5.0,33,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2024,20.0,0.0,16,4,0.25,1.256457805633544,2.918922424316406,0.314114451408386,True
FD001,rast_gru,RAST-GRU,2024,20.0,0.5,16,2,0.125,1.8224601745605469,2.5893402099609375,0.22780752182006836,True
FD001,rast_gru,RAST-GRU,2024,20.0,1.0,16,2,0.125,1.3224601745605469,2.0893402099609375,0.16530752182006836,True
FD001,rast_gru,RAST-GRU,2024,20.0,2.0,16,1,0.0625,1.1745491027832031,1.1745491027832031,0.0734093189239502,True
FD001,rast_gru,RAST-GRU,2024,20.0,5.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2024,30.0,0.0,25,5,0.2,1.113157653808593,2.83371353149414,0.2226315307617186,True
FD001,rast_gru,RAST-GRU,2024,30.0,0.5,25,3,0.12,1.228292465209961,2.504131317138672,0.1473950958251953,True
FD001,rast_gru,RAST-GRU,2024,30.0,1.0,25,2,0.08,1.3224601745605469,2.0893402099609375,0.10579681396484375,True
FD001,rast_gru,RAST-GRU,2024,30.0,2.0,25,1,0.04,1.1745491027832031,1.1745491027832031,0.04698196411132813,True
FD001,rast_gru,RAST-GRU,2024,30.0,5.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2024,40.0,0.0,28,6,0.21428571428571427,1.9373728434244797,5.337473869323736,0.41515132359095996,True
FD001,rast_gru,RAST-GRU,2024,40.0,0.5,28,4,0.14285714285714285,2.310831546783449,5.125863838195806,0.3301187923976356,True
FD001,rast_gru,RAST-GRU,2024,40.0,1.0,28,3,0.10714285714285714,2.567789713541669,4.770058822631842,0.2751203264508931,True
FD001,rast_gru,RAST-GRU,2024,40.0,2.0,28,2,0.07142857142857142,2.6164989471435582,3.914253807067878,0.18689278193882558,True
FD001,rast_gru,RAST-GRU,2024,40.0,5.0,28,1,0.03571428571428571,1.0584487915039134,1.0584487915039134,0.037801742553711194,True
FD001,rast_gru,RAST-GRU,2024,50.0,0.0,33,10,0.30303030303030304,2.418471145629883,5.413733291625979,0.7328700441302676,True
FD001,rast_gru,RAST-GRU,2024,50.0,0.5,33,8,0.24242424242424243,2.4754750728607187,5.057003402709965,0.6001151691783561,True
FD001,rast_gru,RAST-GRU,2024,50.0,1.0,33,7,0.21212121212121213,2.3234062194824228,4.628638458251957,0.49284374352657456,True
FD001,rast_gru,RAST-GRU,2024,50.0,2.0,33,5,0.15151515151515152,2.1099182128906264,3.771908569335943,0.31968457771070097,True
FD001,rast_gru,RAST-GRU,2024,50.0,5.0,33,1,0.030303030303030304,1.0584487915039134,1.0584487915039134,0.03207420580314889,True
FD001,rast_gru,RAST-GRU,2025,20.0,0.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,20.0,0.5,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,20.0,1.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,20.0,2.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,20.0,5.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,30.0,0.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,30.0,0.5,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,30.0,1.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,30.0,2.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,30.0,5.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,40.0,0.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,40.0,0.5,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,40.0,1.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,40.0,2.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,40.0,5.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2025,50.0,0.0,33,1,0.030303030303030304,5.582736968994141,5.582736968994141,0.16917384754527698,True
FD001,rast_gru,RAST-GRU,2025,50.0,0.5,33,1,0.030303030303030304,5.082736968994141,5.082736968994141,0.15402233239376184,True
FD001,rast_gru,RAST-GRU,2025,50.0,1.0,33,1,0.030303030303030304,4.582736968994141,4.582736968994141,0.13887081724224667,True
FD001,rast_gru,RAST-GRU,2025,50.0,2.0,33,1,0.030303030303030304,3.5827369689941406,3.5827369689941406,0.10856778693921638,True
FD001,rast_gru,RAST-GRU,2025,50.0,5.0,33,1,0.030303030303030304,0.5827369689941406,0.5827369689941406,0.017658696030125473,True
FD001,rast_gru,RAST-GRU,2026,20.0,0.0,16,5,0.3125,0.5167325973510742,0.7541263580322266,0.1614789366722107,True
FD001,rast_gru,RAST-GRU,2026,20.0,0.5,16,3,0.1875,0.21002769470214844,0.2581042289733887,0.03938019275665283,True
FD001,rast_gru,RAST-GRU,2026,20.0,1.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2026,20.0,2.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2026,20.0,5.0,16,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2026,30.0,0.0,25,8,0.32,1.168725848197937,3.003578853607177,0.37399227142333985,True
FD001,rast_gru,RAST-GRU,2026,30.0,0.5,25,6,0.24,0.9827044804890951,2.6706318855285645,0.2358490753173828,True
FD001,rast_gru,RAST-GRU,2026,30.0,1.0,25,3,0.12,1.2553812662760417,2.4212114334106443,0.150645751953125,True
FD001,rast_gru,RAST-GRU,2026,30.0,2.0,25,1,0.04,1.5882644653320312,1.5882644653320312,0.06353057861328125,True
FD001,rast_gru,RAST-GRU,2026,30.0,5.0,25,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2026,40.0,0.0,28,8,0.2857142857142857,1.168725848197937,3.003578853607177,0.3339216709136963,True
FD001,rast_gru,RAST-GRU,2026,40.0,0.5,28,6,0.21428571428571427,0.9827044804890951,2.6706318855285645,0.21057953153337752,True
FD001,rast_gru,RAST-GRU,2026,40.0,1.0,28,3,0.10714285714285714,1.2553812662760417,2.4212114334106443,0.13450513567243302,True
FD001,rast_gru,RAST-GRU,2026,40.0,2.0,28,1,0.03571428571428571,1.5882644653320312,1.5882644653320312,0.0567237309047154,True
FD001,rast_gru,RAST-GRU,2026,40.0,5.0,28,0,0.0,,,0.0,False
FD001,rast_gru,RAST-GRU,2026,50.0,0.0,33,11,0.3333333333333333,1.8656393397938116,4.996135711669922,0.6218797799312705,True
FD001,rast_gru,RAST-GRU,2026,50.0,0.5,33,9,0.2727272727272727,1.729828092787,4.777709960937499,0.4717712980328182,True
FD001,rast_gru,RAST-GRU,2026,50.0,1.0,33,6,0.18181818181818182,1.989728291829426,4.700071334838867,0.3617687803326229,True
FD001,rast_gru,RAST-GRU,2026,50.0,2.0,33,3,0.09090909090909091,2.4090118408203103,4.122432708740234,0.21900107643821,True
FD001,rast_gru,RAST-GRU,2026,50.0,5.0,33,1,0.030303030303030304,1.4040069580078125,1.4040069580078125,0.04254566539417614,True
FD002,rast_gru_v2,OCM-Asym,42,20.0,0.0,53,6,0.11320754716981132,1.4245251814524336,3.095064401626587,0.1612670016738604,True
FD002,rast_gru_v2,OCM-Asym,42,20.0,0.5,53,5,0.09433962264150944,1.1719868659973147,2.672817039489746,0.11056479867899197,True
FD002,rast_gru_v2,OCM-Asym,42,20.0,1.0,53,3,0.05660377358490566,1.235464731852214,2.3283223152160644,0.06993196595389892,True
FD002,rast_gru_v2,OCM-Asym,42,20.0,2.0,53,1,0.018867924528301886,1.4838275909423828,1.4838275909423828,0.027996746998912882,True
FD002,rast_gru_v2,OCM-Asym,42,20.0,5.0,53,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,42,30.0,0.0,61,7,0.11475409836065574,1.2740981919424872,3.0173117637634266,0.1462079892393018,True
FD002,rast_gru_v2,OCM-Asym,42,30.0,0.5,61,5,0.08196721311475409,1.1719868659973147,2.672817039489746,0.09606449721289466,True
FD002,rast_gru_v2,OCM-Asym,42,30.0,1.0,61,3,0.04918032786885246,1.235464731852214,2.3283223152160644,0.06076056058289578,True
FD002,rast_gru_v2,OCM-Asym,42,30.0,2.0,61,1,0.01639344262295082,1.4838275909423828,1.4838275909423828,0.02432504247446529,True
FD002,rast_gru_v2,OCM-Asym,42,30.0,5.0,61,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,42,40.0,0.0,75,9,0.12,4.399299780527751,16.812774658203118,0.5279159736633301,True
FD002,rast_gru_v2,OCM-Asym,42,40.0,0.5,75,7,0.09333333333333334,5.076420715876988,17.788043975830067,0.4737992668151855,True
FD002,rast_gru_v2,OCM-Asym,42,40.0,1.0,75,5,0.06666666666666667,6.476280975341797,18.763313293457028,0.43175206502278646,True
FD002,rast_gru_v2,OCM-Asym,42,40.0,2.0,75,3,0.04,9.386279424031576,19.238582611083984,0.375451176961263,True
FD002,rast_gru_v2,OCM-Asym,42,40.0,5.0,75,2,0.02666666666666667,10.337505340576172,16.97621726989746,0.27566680908203123,True
FD002,rast_gru_v2,OCM-Asym,42,50.0,0.0,88,12,0.13636363636363635,4.083059112230937,14.599870681762685,0.5567807880314913,True
FD002,rast_gru_v2,OCM-Asym,42,50.0,0.5,88,10,0.11363636363636363,4.34379563331604,15.575139999389632,0.49361314014955,True
FD002,rast_gru_v2,OCM-Asym,42,50.0,1.0,88,7,0.07954545454545454,5.565219334193638,17.288043975830067,0.4426879015835849,True
FD002,rast_gru_v2,OCM-Asym,42,50.0,2.0,88,5,0.056818181818181816,6.546793746948242,17.763313293457028,0.37197691744024103,True
FD002,rast_gru_v2,OCM-Asym,42,50.0,5.0,88,3,0.03409090909090909,7.180474599202474,16.238582611083984,0.24478890679099344,True
FD002,rast_gru_v2,OCM-Asym,123,20.0,0.0,53,4,0.07547169811320754,0.42360806465148926,0.5629299640655517,0.0319704199736973,True
FD002,rast_gru_v2,OCM-Asym,123,20.0,0.5,53,2,0.03773584905660377,0.0552058219909668,0.06513686180114746,0.0020832385656968603,True
FD002,rast_gru_v2,OCM-Asym,123,20.0,1.0,53,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,123,20.0,2.0,53,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,123,20.0,5.0,53,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,123,30.0,0.0,61,5,0.08196721311475409,0.6930356979370117,1.5298450469970701,0.056806204748935385,True
FD002,rast_gru_v2,OCM-Asym,123,30.0,0.5,61,3,0.04918032786885246,0.4603859583536784,1.1502956390380858,0.022641932378049758,True
FD002,rast_gru_v2,OCM-Asym,123,30.0,1.0,61,1,0.01639344262295082,0.7707462310791016,0.7707462310791016,0.012635184116050845,True
FD002,rast_gru_v2,OCM-Asym,123,30.0,2.0,61,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,123,30.0,5.0,61,0,0.0,,,0.0,False
FD002,rast_gru_v2,OCM-Asym,123,40.0,0.0,75,7,0.09333333333333334,3.684255191258021,14.255486297607405,0.3438638178507486,True
FD002,rast_gru_v2,OCM-Asym,123,40.0,0.5,75,5,0.06666666666666667,4.541153144836424,15.302077484130852,0.30274354298909495,True
FD002,rast_gru_v2,OCM-Asym,123,40.0,1.0,75,3,0.04,7.031784693400063,16.348668670654288,0.2812713877360025,True
FD002,rast_gru_v2,OCM-Asym,123,40.0,2.0,75,2,0.02666666666666667,9.162303924560543,16.12196426391601,0.2443281046549478,True
FD002,rast_gru_v2,OCM-Asym,123,40.0,5.0,75,1,0.013333333333333334,13.895259857177727,13.895259857177727,0.18527013142903637,True
FD002,rast_gru_v2,OCM-Asym,123,50.0,0.0,88,9,0.10227272727272728,4.044392797682019,15.254598236083977,0.41363108158111567,True
FD002,rast_gru_v2,OCM-Asym,123,50.0,0.5,88,7,0.07954545454545454,4.616502080644879,15.66476364135741,0.36722175641493354,True
FD002,rast_gru_v2,OCM-Asym,123,50.0,1.0,88,4,0.045454545454545456,7.472239971160887,16.53001174926757,0.33964727141640394,True
FD002,rast_gru_v2,OCM-Asym,123,50.0,2.0,88,3,0.03409090909090909,8.706071217854815,15.98509445190429,0.2967978824268687,True
FD002,rast_gru_v2,OCM-Asym,123,50.0,5.0,88,2,0.022727272727272728,9.344432830810543,13.440177154541008,0.21237347342751234,True
FD002,rast_gru_v2,OCM-Asym,2024,20.0,0.0,53,7,0.1320754716981132,1.3794884000505723,3.8780868530273422,0.18219658113875484,True
FD002,rast_gru_v2,OCM-Asym,2024,20.0,0.5,53,5,0.09433962264150944,1.3990695953369143,3.654435348510742,0.13198769767329382,True
FD002,rast_gru_v2,OCM-Asym,2024,20.0,1.0,53,3,0.05660377358490566,1.622875213623048,3.4307838439941407,0.09186086114847442,True
