subset,seed,left_point,right_point,maintenance_lead_cycles,late_to_early_cost_ratio,independent_unit,design_role,left_service_rate,right_service_rate,delta_service_rate,left_false_late_rate,right_false_late_rate,delta_false_late_rate,left_false_early_rate,right_false_early_rate,delta_false_early_rate,left_decision_cost_per_engine,right_decision_cost_per_engine,delta_decision_cost_per_engine,action_disagreement_rate,n_engines
FD001,2026,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.19,0.01999999999999999,0.0,0.0,0.0,0.05,0.03,0.020000000000000004,0.05,0.03,0.020000000000000004,0.02,100
FD001,2026,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.19,0.0,0.01,0.0,0.01,0.04,0.03,0.010000000000000002,0.09,0.03,0.06,0.04,100
FD001,2026,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.19,0.01999999999999999,0.0,0.01,-0.01,0.05,0.04,0.010000000000000002,0.05,0.09,-0.039999999999999994,0.04,100
FD001,2026,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.19,0.01999999999999999,0.0,0.0,0.0,0.05,0.03,0.020000000000000004,0.05,0.03,0.020000000000000004,0.02,100
FD001,2026,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.19,0.0,0.01,0.0,0.01,0.04,0.03,0.010000000000000002,0.14,0.03,0.11000000000000001,0.04,100
FD001,2026,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.19,0.01999999999999999,0.0,0.01,-0.01,0.05,0.04,0.010000000000000002,0.05,0.14,-0.09000000000000001,0.04,100
FD001,2026,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28,0.26,0.020000000000000018,0.0,0.01,-0.01,0.03,0.02,0.009999999999999998,0.03,0.04,-0.010000000000000002,0.02,100
FD001,2026,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27,0.26,0.010000000000000009,0.0,0.01,-0.01,0.02,0.02,0.0,0.02,0.04,-0.02,0.01,100
FD001,2026,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28,0.27,0.010000000000000009,0.0,0.0,0.0,0.03,0.02,0.009999999999999998,0.03,0.02,0.009999999999999998,0.01,100
FD001,2026,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28,0.26,0.020000000000000018,0.0,0.01,-0.01,0.03,0.02,0.009999999999999998,0.03,0.07,-0.04000000000000001,0.02,100
FD001,2026,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27,0.26,0.010000000000000009,0.0,0.01,-0.01,0.02,0.02,0.0,0.02,0.07,-0.05,0.01,100
FD001,2026,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28,0.27,0.010000000000000009,0.0,0.0,0.0,0.03,0.02,0.009999999999999998,0.03,0.02,0.009999999999999998,0.01,100
FD001,2026,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28,0.26,0.020000000000000018,0.0,0.01,-0.01,0.03,0.02,0.009999999999999998,0.03,0.12,-0.09,0.02,100
FD001,2026,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27,0.26,0.010000000000000009,0.0,0.01,-0.01,0.02,0.02,0.0,0.02,0.12,-0.09999999999999999,0.01,100
FD001,2026,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28,0.27,0.010000000000000009,0.0,0.0,0.0,0.03,0.02,0.009999999999999998,0.03,0.02,0.009999999999999998,0.01,100
FD002,42,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14671814671814673,0.1583011583011583,-0.01158301158301156,0.007722007722007722,0.0,0.007722007722007722,0.0694980694980695,0.07335907335907337,-0.003861003861003867,0.08494208494208494,0.07335907335907337,0.011583011583011574,0.019305019305019305,259
FD002,42,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.17374517374517376,0.1583011583011583,0.015444015444015469,0.0,0.0,0.0,0.0888030888030888,0.07335907335907337,0.015444015444015441,0.0888030888030888,0.07335907335907337,0.015444015444015441,0.03088803088803089,259
FD002,42,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14671814671814673,0.17374517374517376,-0.02702702702702703,0.007722007722007722,0.0,0.007722007722007722,0.0694980694980695,0.0888030888030888,-0.019305019305019308,0.08494208494208494,0.0888030888030888,-0.003861003861003867,0.05019305019305019,259
FD002,42,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14671814671814673,0.1583011583011583,-0.01158301158301156,0.007722007722007722,0.0,0.007722007722007722,0.0694980694980695,0.07335907335907337,-0.003861003861003867,0.10810810810810811,0.07335907335907337,0.03474903474903475,0.019305019305019305,259
FD002,42,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.17374517374517376,0.1583011583011583,0.015444015444015469,0.0,0.0,0.0,0.0888030888030888,0.07335907335907337,0.015444015444015441,0.0888030888030888,0.07335907335907337,0.015444015444015441,0.03088803088803089,259
FD002,42,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14671814671814673,0.17374517374517376,-0.02702702702702703,0.007722007722007722,0.0,0.007722007722007722,0.0694980694980695,0.0888030888030888,-0.019305019305019308,0.10810810810810811,0.0888030888030888,0.019305019305019308,0.05019305019305019,259
FD002,42,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14671814671814673,0.1583011583011583,-0.01158301158301156,0.007722007722007722,0.0,0.007722007722007722,0.0694980694980695,0.07335907335907337,-0.003861003861003867,0.14671814671814673,0.07335907335907337,0.07335907335907337,0.019305019305019305,259
FD002,42,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.17374517374517376,0.1583011583011583,0.015444015444015469,0.0,0.0,0.0,0.0888030888030888,0.07335907335907337,0.015444015444015441,0.0888030888030888,0.07335907335907337,0.015444015444015441,0.03088803088803089,259
FD002,42,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14671814671814673,0.17374517374517376,-0.02702702702702703,0.007722007722007722,0.0,0.007722007722007722,0.0694980694980695,0.0888030888030888,-0.019305019305019308,0.14671814671814673,0.0888030888030888,0.057915057915057924,0.05019305019305019,259
FD002,42,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.2277992277992278,-0.0038610038610038533,0.0,0.0,0.0,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.003861003861003861,259
FD002,42,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.2277992277992278,-0.0038610038610038533,0.0,0.0,0.0,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.22393822393822393,0.0,0.0,0.0,0.0,0.019305019305019305,0.019305019305019305,0.0,0.019305019305019305,0.019305019305019305,0.0,0.007722007722007722,259
FD002,42,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.2277992277992278,-0.0038610038610038533,0.0,0.0,0.0,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.003861003861003861,259
FD002,42,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.2277992277992278,-0.0038610038610038533,0.0,0.0,0.0,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.22393822393822393,0.0,0.0,0.0,0.0,0.019305019305019305,0.019305019305019305,0.0,0.019305019305019305,0.019305019305019305,0.0,0.007722007722007722,259
FD002,42,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.2277992277992278,-0.0038610038610038533,0.0,0.0,0.0,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.003861003861003861,259
FD002,42,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.2277992277992278,-0.0038610038610038533,0.0,0.0,0.0,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.019305019305019305,0.023166023166023165,-0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22393822393822393,0.22393822393822393,0.0,0.0,0.0,0.0,0.019305019305019305,0.019305019305019305,0.0,0.019305019305019305,0.019305019305019305,0.0,0.007722007722007722,259
FD002,42,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.26640926640926643,0.007722007722007707,0.0,0.0,0.0,0.03861003861003861,0.03088803088803089,0.0077220077220077205,0.03861003861003861,0.03088803088803089,0.0077220077220077205,0.015444015444015444,259
FD002,42,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.26640926640926643,0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03088803088803089,0.0038610038610038602,0.03474903474903475,0.03088803088803089,0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.2702702702702703,0.0038610038610038533,0.0,0.0,0.0,0.03861003861003861,0.03474903474903475,0.0038610038610038602,0.03861003861003861,0.03474903474903475,0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.26640926640926643,0.007722007722007707,0.0,0.0,0.0,0.03861003861003861,0.03088803088803089,0.0077220077220077205,0.03861003861003861,0.03088803088803089,0.0077220077220077205,0.015444015444015444,259
FD002,42,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.26640926640926643,0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03088803088803089,0.0038610038610038602,0.03474903474903475,0.03088803088803089,0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.2702702702702703,0.0038610038610038533,0.0,0.0,0.0,0.03861003861003861,0.03474903474903475,0.0038610038610038602,0.03861003861003861,0.03474903474903475,0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.26640926640926643,0.007722007722007707,0.0,0.0,0.0,0.03861003861003861,0.03088803088803089,0.0077220077220077205,0.03861003861003861,0.03088803088803089,0.0077220077220077205,0.015444015444015444,259
FD002,42,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.26640926640926643,0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03088803088803089,0.0038610038610038602,0.03474903474903475,0.03088803088803089,0.0038610038610038602,0.011583011583011582,259
FD002,42,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.2702702702702703,0.0038610038610038533,0.0,0.0,0.0,0.03861003861003861,0.03474903474903475,0.0038610038610038602,0.03861003861003861,0.03474903474903475,0.0038610038610038602,0.011583011583011582,259
FD002,123,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1583011583011583,0.14671814671814673,0.01158301158301156,0.003861003861003861,0.0,0.003861003861003861,0.07722007722007722,0.06177606177606178,0.015444015444015441,0.08494208494208494,0.06177606177606178,0.02316602316602316,0.019305019305019305,259
FD002,123,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.18146718146718147,0.14671814671814673,0.034749034749034735,0.0,0.0,0.0,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.03474903474903475,259
FD002,123,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1583011583011583,0.18146718146718147,-0.023166023166023175,0.003861003861003861,0.0,0.003861003861003861,0.07722007722007722,0.09652509652509653,-0.019305019305019308,0.08494208494208494,0.09652509652509653,-0.011583011583011588,0.023166023166023165,259
FD002,123,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1583011583011583,0.14671814671814673,0.01158301158301156,0.003861003861003861,0.0,0.003861003861003861,0.07722007722007722,0.06177606177606178,0.015444015444015441,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.019305019305019305,259
FD002,123,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.18146718146718147,0.14671814671814673,0.034749034749034735,0.0,0.0,0.0,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.03474903474903475,259
FD002,123,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1583011583011583,0.18146718146718147,-0.023166023166023175,0.003861003861003861,0.0,0.003861003861003861,0.07722007722007722,0.09652509652509653,-0.019305019305019308,0.09652509652509653,0.09652509652509653,0.0,0.023166023166023165,259
FD002,123,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1583011583011583,0.14671814671814673,0.01158301158301156,0.003861003861003861,0.0,0.003861003861003861,0.07722007722007722,0.06177606177606178,0.015444015444015441,0.11583011583011583,0.06177606177606178,0.05405405405405406,0.019305019305019305,259
FD002,123,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.18146718146718147,0.14671814671814673,0.034749034749034735,0.0,0.0,0.0,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.09652509652509653,0.06177606177606178,0.03474903474903475,0.03474903474903475,259
FD002,123,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1583011583011583,0.18146718146718147,-0.023166023166023175,0.003861003861003861,0.0,0.003861003861003861,0.07722007722007722,0.09652509652509653,-0.019305019305019308,0.11583011583011583,0.09652509652509653,0.019305019305019308,0.023166023166023165,259
FD002,123,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.22393822393822393,0.0038610038610038533,0.0,0.0,0.0,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.003861003861003861,259
FD002,123,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.22393822393822393,0.0038610038610038533,0.0,0.0,0.0,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.003861003861003861,259
FD002,123,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.2277992277992278,0.0,0.0,0.0,0.0,0.023166023166023165,0.023166023166023165,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,259
FD002,123,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.22393822393822393,0.0038610038610038533,0.0,0.0,0.0,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.003861003861003861,259
FD002,123,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.22393822393822393,0.0038610038610038533,0.0,0.0,0.0,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.003861003861003861,259
FD002,123,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.2277992277992278,0.0,0.0,0.0,0.0,0.023166023166023165,0.023166023166023165,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,259
FD002,123,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.22393822393822393,0.0038610038610038533,0.0,0.0,0.0,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.003861003861003861,259
FD002,123,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.22393822393822393,0.0038610038610038533,0.0,0.0,0.0,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.023166023166023165,0.019305019305019305,0.0038610038610038602,0.003861003861003861,259
FD002,123,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.2277992277992278,0.0,0.0,0.0,0.0,0.023166023166023165,0.023166023166023165,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,259
FD002,123,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.27413127413127414,-0.007722007722007707,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.015444015444015444,259
FD002,123,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.27413127413127414,0.0,0.0,0.0,0.0,0.03861003861003861,0.03861003861003861,0.0,0.03861003861003861,0.03861003861003861,0.0,0.015444015444015444,259
FD002,123,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.27413127413127414,-0.007722007722007707,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.023166023166023165,259
FD002,123,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.27413127413127414,-0.007722007722007707,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.015444015444015444,259
FD002,123,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.27413127413127414,0.0,0.0,0.0,0.0,0.03861003861003861,0.03861003861003861,0.0,0.03861003861003861,0.03861003861003861,0.0,0.015444015444015444,259
FD002,123,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.27413127413127414,-0.007722007722007707,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.023166023166023165,259
FD002,123,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.27413127413127414,-0.007722007722007707,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.015444015444015444,259
FD002,123,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.27413127413127414,0.0,0.0,0.0,0.0,0.03861003861003861,0.03861003861003861,0.0,0.03861003861003861,0.03861003861003861,0.0,0.015444015444015444,259
FD002,123,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.27413127413127414,-0.007722007722007707,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.023166023166023165,259
FD002,2024,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1274131274131274,0.13127413127413126,-0.0038610038610038533,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.04633204633204633,0.05405405405405406,-0.007722007722007727,0.05405405405405406,0.0694980694980695,-0.015444015444015441,0.019305019305019305,259
FD002,2024,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16216216216216217,0.13127413127413126,0.03088803088803091,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.0888030888030888,0.0694980694980695,0.019305019305019308,0.03861003861003861,259
FD002,2024,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1274131274131274,0.16216216216216217,-0.03474903474903476,0.003861003861003861,0.003861003861003861,0.0,0.04633204633204633,0.08108108108108109,-0.034749034749034756,0.05405405405405406,0.0888030888030888,-0.03474903474903475,0.04247104247104247,259
FD002,2024,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1274131274131274,0.13127413127413126,-0.0038610038610038533,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.04633204633204633,0.05405405405405406,-0.007722007722007727,0.06563706563706563,0.09266409266409266,-0.02702702702702703,0.019305019305019305,259
FD002,2024,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16216216216216217,0.13127413127413126,0.03088803088803091,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.10038610038610038,0.09266409266409266,0.0077220077220077205,0.03861003861003861,259
FD002,2024,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1274131274131274,0.16216216216216217,-0.03474903474903476,0.003861003861003861,0.003861003861003861,0.0,0.04633204633204633,0.08108108108108109,-0.034749034749034756,0.06563706563706563,0.10038610038610038,-0.03474903474903475,0.04247104247104247,259
FD002,2024,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1274131274131274,0.13127413127413126,-0.0038610038610038533,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.04633204633204633,0.05405405405405406,-0.007722007722007727,0.08494208494208494,0.13127413127413126,-0.04633204633204632,0.019305019305019305,259
FD002,2024,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16216216216216217,0.13127413127413126,0.03088803088803091,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.11969111969111969,0.13127413127413126,-0.011583011583011574,0.03861003861003861,259
FD002,2024,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1274131274131274,0.16216216216216217,-0.03474903474903476,0.003861003861003861,0.003861003861003861,0.0,0.04633204633204633,0.08108108108108109,-0.034749034749034756,0.08494208494208494,0.11969111969111969,-0.03474903474903475,0.04247104247104247,259
FD002,2024,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22007722007722008,0.22007722007722008,0.0,0.0,0.003861003861003861,-0.003861003861003861,0.015444015444015444,0.019305019305019305,-0.0038610038610038602,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.007722007722007722,259
FD002,2024,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23166023166023167,0.22007722007722008,0.011583011583011588,0.0,0.003861003861003861,-0.003861003861003861,0.02702702702702703,0.019305019305019305,0.007722007722007724,0.02702702702702703,0.02702702702702703,0.0,0.011583011583011582,259
FD002,2024,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22007722007722008,0.23166023166023167,-0.011583011583011588,0.0,0.0,0.0,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.011583011583011582,259
FD002,2024,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22007722007722008,0.22007722007722008,0.0,0.0,0.003861003861003861,-0.003861003861003861,0.015444015444015444,0.019305019305019305,-0.0038610038610038602,0.015444015444015444,0.03861003861003861,-0.023166023166023165,0.007722007722007722,259
FD002,2024,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23166023166023167,0.22007722007722008,0.011583011583011588,0.0,0.003861003861003861,-0.003861003861003861,0.02702702702702703,0.019305019305019305,0.007722007722007724,0.02702702702702703,0.03861003861003861,-0.01158301158301158,0.011583011583011582,259
FD002,2024,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22007722007722008,0.23166023166023167,-0.011583011583011588,0.0,0.0,0.0,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.011583011583011582,259
FD002,2024,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22007722007722008,0.22007722007722008,0.0,0.0,0.003861003861003861,-0.003861003861003861,0.015444015444015444,0.019305019305019305,-0.0038610038610038602,0.015444015444015444,0.05791505791505792,-0.04247104247104247,0.007722007722007722,259
FD002,2024,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23166023166023167,0.22007722007722008,0.011583011583011588,0.0,0.003861003861003861,-0.003861003861003861,0.02702702702702703,0.019305019305019305,0.007722007722007724,0.02702702702702703,0.05791505791505792,-0.03088803088803089,0.011583011583011582,259
FD002,2024,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22007722007722008,0.23166023166023167,-0.011583011583011588,0.0,0.0,0.0,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.015444015444015444,0.02702702702702703,-0.011583011583011584,0.011583011583011582,259
FD002,2024,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.2548262548262548,0.011583011583011615,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2024,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.2548262548262548,0.011583011583011615,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2024,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.26640926640926643,0.0,0.0,0.0,0.0,0.03088803088803089,0.03088803088803089,0.0,0.03088803088803089,0.03088803088803089,0.0,0.007722007722007722,259
FD002,2024,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.2548262548262548,0.011583011583011615,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2024,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.2548262548262548,0.011583011583011615,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
