subset,seed,left_point,right_point,maintenance_lead_cycles,late_to_early_cost_ratio,independent_unit,design_role,left_service_rate,right_service_rate,delta_service_rate,left_false_late_rate,right_false_late_rate,delta_false_late_rate,left_false_early_rate,right_false_early_rate,delta_false_early_rate,left_decision_cost_per_engine,right_decision_cost_per_engine,delta_decision_cost_per_engine,action_disagreement_rate,n_engines
FD002,2024,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.26640926640926643,0.0,0.0,0.0,0.0,0.03088803088803089,0.03088803088803089,0.0,0.03088803088803089,0.03088803088803089,0.0,0.007722007722007722,259
FD002,2024,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.2548262548262548,0.011583011583011615,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2024,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.2548262548262548,0.011583011583011615,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2024,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.26640926640926643,0.26640926640926643,0.0,0.0,0.0,0.0,0.03088803088803089,0.03088803088803089,0.0,0.03088803088803089,0.03088803088803089,0.0,0.007722007722007722,259
FD002,2025,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16216216216216217,0.0038610038610038533,0.003861003861003861,0.0,0.003861003861003861,0.08494208494208494,0.07722007722007722,0.0077220077220077205,0.09266409266409266,0.07722007722007722,0.015444015444015441,0.011583011583011582,259
FD002,2025,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16216216216216217,0.16216216216216217,0.0,0.003861003861003861,0.0,0.003861003861003861,0.08108108108108109,0.07722007722007722,0.003861003861003867,0.0888030888030888,0.07722007722007722,0.011583011583011588,0.007722007722007722,259
FD002,2025,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16216216216216217,0.0038610038610038533,0.003861003861003861,0.003861003861003861,0.0,0.08494208494208494,0.08108108108108109,0.0038610038610038533,0.09266409266409266,0.0888030888030888,0.0038610038610038533,0.011583011583011582,259
FD002,2025,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16216216216216217,0.0038610038610038533,0.003861003861003861,0.0,0.003861003861003861,0.08494208494208494,0.07722007722007722,0.0077220077220077205,0.10424710424710425,0.07722007722007722,0.02702702702702703,0.011583011583011582,259
FD002,2025,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16216216216216217,0.16216216216216217,0.0,0.003861003861003861,0.0,0.003861003861003861,0.08108108108108109,0.07722007722007722,0.003861003861003867,0.10038610038610038,0.07722007722007722,0.02316602316602316,0.007722007722007722,259
FD002,2025,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16216216216216217,0.0038610038610038533,0.003861003861003861,0.003861003861003861,0.0,0.08494208494208494,0.08108108108108109,0.0038610038610038533,0.10424710424710425,0.10038610038610038,0.003861003861003867,0.011583011583011582,259
FD002,2025,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16216216216216217,0.0038610038610038533,0.003861003861003861,0.0,0.003861003861003861,0.08494208494208494,0.07722007722007722,0.0077220077220077205,0.12355212355212356,0.07722007722007722,0.04633204633204634,0.011583011583011582,259
FD002,2025,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16216216216216217,0.16216216216216217,0.0,0.003861003861003861,0.0,0.003861003861003861,0.08108108108108109,0.07722007722007722,0.003861003861003867,0.11969111969111969,0.07722007722007722,0.04247104247104247,0.007722007722007722,259
FD002,2025,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16216216216216217,0.0038610038610038533,0.003861003861003861,0.003861003861003861,0.0,0.08494208494208494,0.08108108108108109,0.0038610038610038533,0.12355212355212356,0.11969111969111969,0.003861003861003867,0.011583011583011582,259
FD002,2025,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.23166023166023167,-0.003861003861003881,0.0,0.0,0.0,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.003861003861003861,259
FD002,2025,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.23166023166023167,-0.003861003861003881,0.0,0.0,0.0,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.003861003861003861,259
FD002,2025,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.2277992277992278,0.0,0.0,0.0,0.0,0.023166023166023165,0.023166023166023165,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,259
FD002,2025,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.23166023166023167,-0.003861003861003881,0.0,0.0,0.0,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.003861003861003861,259
FD002,2025,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.23166023166023167,-0.003861003861003881,0.0,0.0,0.0,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.003861003861003861,259
FD002,2025,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.2277992277992278,0.0,0.0,0.0,0.0,0.023166023166023165,0.023166023166023165,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,259
FD002,2025,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.23166023166023167,-0.003861003861003881,0.0,0.0,0.0,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.003861003861003861,259
FD002,2025,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.23166023166023167,-0.003861003861003881,0.0,0.0,0.0,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.023166023166023165,0.02702702702702703,-0.0038610038610038637,0.003861003861003861,259
FD002,2025,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2277992277992278,0.2277992277992278,0.0,0.0,0.0,0.0,0.023166023166023165,0.023166023166023165,0.0,0.023166023166023165,0.023166023166023165,0.0,0.0,259
FD002,2025,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.27413127413127414,-0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.011583011583011582,259
FD002,2025,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.27413127413127414,-0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.011583011583011582,259
FD002,2025,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.2702702702702703,0.0,0.0,0.0,0.0,0.03474903474903475,0.03474903474903475,0.0,0.03474903474903475,0.03474903474903475,0.0,0.0,259
FD002,2025,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.27413127413127414,-0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.011583011583011582,259
FD002,2025,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.27413127413127414,-0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.011583011583011582,259
FD002,2025,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.2702702702702703,0.0,0.0,0.0,0.0,0.03474903474903475,0.03474903474903475,0.0,0.03474903474903475,0.03474903474903475,0.0,0.0,259
FD002,2025,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.27413127413127414,-0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.011583011583011582,259
FD002,2025,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.27413127413127414,-0.0038610038610038533,0.0,0.0,0.0,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.03474903474903475,0.03861003861003861,-0.0038610038610038602,0.011583011583011582,259
FD002,2025,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2702702702702703,0.2702702702702703,0.0,0.0,0.0,0.0,0.03474903474903475,0.03474903474903475,0.0,0.03474903474903475,0.03474903474903475,0.0,0.0,259
FD002,2026,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.11969111969111969,0.04633204633204634,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.08494208494208494,0.04247104247104247,0.04247104247104247,0.09266409266409266,0.05791505791505792,0.03474903474903474,0.04633204633204633,259
FD002,2026,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16988416988416988,0.11969111969111969,0.05019305019305019,0.0,0.007722007722007722,-0.007722007722007722,0.08494208494208494,0.04247104247104247,0.04247104247104247,0.08494208494208494,0.05791505791505792,0.02702702702702702,0.05019305019305019,259
FD002,2026,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16988416988416988,-0.0038610038610038533,0.003861003861003861,0.0,0.003861003861003861,0.08494208494208494,0.08494208494208494,0.0,0.09266409266409266,0.08494208494208494,0.0077220077220077205,0.011583011583011582,259
FD002,2026,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.11969111969111969,0.04633204633204634,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.08494208494208494,0.04247104247104247,0.04247104247104247,0.10424710424710425,0.08108108108108109,0.02316602316602316,0.04633204633204633,259
FD002,2026,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16988416988416988,0.11969111969111969,0.05019305019305019,0.0,0.007722007722007722,-0.007722007722007722,0.08494208494208494,0.04247104247104247,0.04247104247104247,0.08494208494208494,0.08108108108108109,0.0038610038610038533,0.05019305019305019,259
FD002,2026,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16988416988416988,-0.0038610038610038533,0.003861003861003861,0.0,0.003861003861003861,0.08494208494208494,0.08494208494208494,0.0,0.10424710424710425,0.08494208494208494,0.019305019305019308,0.011583011583011582,259
FD002,2026,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.11969111969111969,0.04633204633204634,0.003861003861003861,0.007722007722007722,-0.003861003861003861,0.08494208494208494,0.04247104247104247,0.04247104247104247,0.12355212355212356,0.11969111969111969,0.003861003861003867,0.04633204633204633,259
FD002,2026,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16988416988416988,0.11969111969111969,0.05019305019305019,0.0,0.007722007722007722,-0.007722007722007722,0.08494208494208494,0.04247104247104247,0.04247104247104247,0.08494208494208494,0.11969111969111969,-0.03474903474903475,0.05019305019305019,259
FD002,2026,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16602316602316602,0.16988416988416988,-0.0038610038610038533,0.003861003861003861,0.0,0.003861003861003861,0.08494208494208494,0.08494208494208494,0.0,0.12355212355212356,0.08494208494208494,0.038610038610038616,0.011583011583011582,259
FD002,2026,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23552123552123552,0.22393822393822393,0.011583011583011588,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2026,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.24324324324324326,0.22393822393822393,0.019305019305019322,0.0,0.0,0.0,0.03861003861003861,0.019305019305019305,0.019305019305019305,0.03861003861003861,0.019305019305019305,0.019305019305019305,0.019305019305019305,259
FD002,2026,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23552123552123552,0.24324324324324326,-0.007722007722007734,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.007722007722007722,259
FD002,2026,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23552123552123552,0.22393822393822393,0.011583011583011588,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2026,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.24324324324324326,0.22393822393822393,0.019305019305019322,0.0,0.0,0.0,0.03861003861003861,0.019305019305019305,0.019305019305019305,0.03861003861003861,0.019305019305019305,0.019305019305019305,0.019305019305019305,259
FD002,2026,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23552123552123552,0.24324324324324326,-0.007722007722007734,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.007722007722007722,259
FD002,2026,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23552123552123552,0.22393822393822393,0.011583011583011588,0.0,0.0,0.0,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.03088803088803089,0.019305019305019305,0.011583011583011584,0.011583011583011582,259
FD002,2026,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.24324324324324326,0.22393822393822393,0.019305019305019322,0.0,0.0,0.0,0.03861003861003861,0.019305019305019305,0.019305019305019305,0.03861003861003861,0.019305019305019305,0.019305019305019305,0.019305019305019305,259
FD002,2026,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.23552123552123552,0.24324324324324326,-0.007722007722007734,0.0,0.0,0.0,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.03088803088803089,0.03861003861003861,-0.0077220077220077205,0.007722007722007722,259
FD002,2026,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.2625482625482625,0.011583011583011615,0.0,0.0,0.0,0.03861003861003861,0.02702702702702703,0.01158301158301158,0.03861003861003861,0.02702702702702703,0.01158301158301158,0.011583011583011582,259
FD002,2026,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28957528957528955,0.2625482625482625,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,259
FD002,2026,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.28957528957528955,-0.015444015444015413,0.0,0.0,0.0,0.03861003861003861,0.05405405405405406,-0.015444015444015448,0.03861003861003861,0.05405405405405406,-0.015444015444015448,0.015444015444015444,259
FD002,2026,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.2625482625482625,0.011583011583011615,0.0,0.0,0.0,0.03861003861003861,0.02702702702702703,0.01158301158301158,0.03861003861003861,0.02702702702702703,0.01158301158301158,0.011583011583011582,259
FD002,2026,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28957528957528955,0.2625482625482625,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,259
FD002,2026,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.28957528957528955,-0.015444015444015413,0.0,0.0,0.0,0.03861003861003861,0.05405405405405406,-0.015444015444015448,0.03861003861003861,0.05405405405405406,-0.015444015444015448,0.015444015444015444,259
FD002,2026,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.2625482625482625,0.011583011583011615,0.0,0.0,0.0,0.03861003861003861,0.02702702702702703,0.01158301158301158,0.03861003861003861,0.02702702702702703,0.01158301158301158,0.011583011583011582,259
FD002,2026,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.28957528957528955,0.2625482625482625,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,259
FD002,2026,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.27413127413127414,0.28957528957528955,-0.015444015444015413,0.0,0.0,0.0,0.03861003861003861,0.05405405405405406,-0.015444015444015448,0.03861003861003861,0.05405405405405406,-0.015444015444015448,0.015444015444015444,259
FD003,42,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.06,0.08,-0.020000000000000004,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,42,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.08,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,100
FD003,42,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.06,0.08,-0.020000000000000004,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,42,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.06,0.08,-0.020000000000000004,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,42,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.08,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,100
FD003,42,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.06,0.08,-0.020000000000000004,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,42,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.06,0.08,-0.020000000000000004,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,42,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.08,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,100
FD003,42,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.06,0.08,-0.020000000000000004,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,42,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.15,-0.009999999999999981,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,0.04,-0.04,0.03,100
FD003,42,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.15,-0.009999999999999981,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,0.04,-0.04,0.03,100
FD003,42,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
FD003,42,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.15,-0.009999999999999981,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,0.07,-0.07,0.03,100
FD003,42,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.15,-0.009999999999999981,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,0.07,-0.07,0.03,100
FD003,42,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
FD003,42,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.15,-0.009999999999999981,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,0.12,-0.12,0.03,100
FD003,42,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.15,-0.009999999999999981,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,0.12,-0.12,0.03,100
FD003,42,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
FD003,42,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.03,0.02,0.009999999999999998,0.02,100
FD003,42,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.03,0.02,0.009999999999999998,0.02,100
FD003,42,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.2,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.03,0.03,0.0,0.02,100
FD003,42,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.06,0.02,0.039999999999999994,0.02,100
FD003,42,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.06,0.02,0.039999999999999994,0.02,100
FD003,42,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.2,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.06,0.06,0.0,0.02,100
FD003,42,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.11,0.02,0.09,0.02,100
FD003,42,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.11,0.02,0.09,0.02,100
FD003,42,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.2,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.11,0.11,0.0,0.02,100
FD003,123,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.0,0.0,0.0,0.01,0.04,-0.03,0.01,0.04,-0.03,0.03,100
FD003,123,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.1,-0.010000000000000009,0.0,0.0,0.0,0.03,0.04,-0.010000000000000002,0.03,0.04,-0.010000000000000002,0.01,100
FD003,123,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.09,-0.01999999999999999,0.0,0.0,0.0,0.01,0.03,-0.019999999999999997,0.01,0.03,-0.019999999999999997,0.02,100
FD003,123,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.0,0.0,0.0,0.01,0.04,-0.03,0.01,0.04,-0.03,0.03,100
FD003,123,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.1,-0.010000000000000009,0.0,0.0,0.0,0.03,0.04,-0.010000000000000002,0.03,0.04,-0.010000000000000002,0.01,100
FD003,123,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.09,-0.01999999999999999,0.0,0.0,0.0,0.01,0.03,-0.019999999999999997,0.01,0.03,-0.019999999999999997,0.02,100
FD003,123,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.0,0.0,0.0,0.01,0.04,-0.03,0.01,0.04,-0.03,0.03,100
FD003,123,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.1,-0.010000000000000009,0.0,0.0,0.0,0.03,0.04,-0.010000000000000002,0.03,0.04,-0.010000000000000002,0.01,100
FD003,123,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.09,-0.01999999999999999,0.0,0.0,0.0,0.01,0.03,-0.019999999999999997,0.01,0.03,-0.019999999999999997,0.02,100
FD003,123,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.18,-0.01999999999999999,0.0,0.0,0.0,0.02,0.04,-0.02,0.02,0.04,-0.02,0.02,100
FD003,123,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.17,0.18,-0.009999999999999981,0.0,0.0,0.0,0.03,0.04,-0.010000000000000002,0.03,0.04,-0.010000000000000002,0.01,100
FD003,123,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.17,-0.010000000000000009,0.0,0.0,0.0,0.02,0.03,-0.009999999999999998,0.02,0.03,-0.009999999999999998,0.01,100
FD003,123,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.18,-0.01999999999999999,0.0,0.0,0.0,0.02,0.04,-0.02,0.02,0.04,-0.02,0.02,100
FD003,123,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.17,0.18,-0.009999999999999981,0.0,0.0,0.0,0.03,0.04,-0.010000000000000002,0.03,0.04,-0.010000000000000002,0.01,100
FD003,123,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.17,-0.010000000000000009,0.0,0.0,0.0,0.02,0.03,-0.009999999999999998,0.02,0.03,-0.009999999999999998,0.01,100
FD003,123,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.18,-0.01999999999999999,0.0,0.0,0.0,0.02,0.04,-0.02,0.02,0.04,-0.02,0.02,100
