normalization,model,seed,unit_id,denominator_definition,q,epsilon_fraction,rmse_cycles,eligible_windows,late_events,lpr
global,core,2026,B0055,J_plus_1,0.1,0.02,26.6024276387222,11,11,1.0
global,core,2026,B0007,J_plus_1,0.1,0.05,61.82618045703929,17,17,1.0
global,core,2026,B0044,J_plus_1,0.1,0.05,31.085375569167695,12,12,1.0
global,core,2026,B0048,J_plus_1,0.1,0.05,15.016370575947318,8,8,1.0
global,core,2026,B0055,J_plus_1,0.1,0.05,26.6024276387222,11,11,1.0
global,core,2026,B0007,J_plus_1,0.2,0.0,61.82618045703929,34,30,0.8823529411764706
global,core,2026,B0044,J_plus_1,0.2,0.0,31.085375569167695,23,23,1.0
global,core,2026,B0048,J_plus_1,0.2,0.0,15.016370575947318,15,15,1.0
global,core,2026,B0055,J_plus_1,0.2,0.0,26.6024276387222,21,21,1.0
global,core,2026,B0007,J_plus_1,0.2,0.02,61.82618045703929,34,26,0.7647058823529411
global,core,2026,B0044,J_plus_1,0.2,0.02,31.085375569167695,23,23,1.0
global,core,2026,B0048,J_plus_1,0.2,0.02,15.016370575947318,15,15,1.0
global,core,2026,B0055,J_plus_1,0.2,0.02,26.6024276387222,21,21,1.0
global,core,2026,B0007,J_plus_1,0.2,0.05,61.82618045703929,34,21,0.6176470588235294
global,core,2026,B0044,J_plus_1,0.2,0.05,31.085375569167695,23,22,0.9565217391304348
global,core,2026,B0048,J_plus_1,0.2,0.05,15.016370575947318,15,15,1.0
global,core,2026,B0055,J_plus_1,0.2,0.05,26.6024276387222,21,21,1.0
global,asym,42,B0007,J,0.05,0.0,63.381120905421874,9,9,1.0
global,asym,42,B0044,J,0.05,0.0,31.774692976824237,6,3,0.5
global,asym,42,B0048,J,0.05,0.0,12.768124151323455,4,4,1.0
global,asym,42,B0055,J,0.05,0.0,26.431999643343836,6,6,1.0
global,asym,42,B0007,J,0.05,0.02,63.381120905421874,9,9,1.0
global,asym,42,B0044,J,0.05,0.02,31.774692976824237,6,0,0.0
global,asym,42,B0048,J,0.05,0.02,12.768124151323455,4,4,1.0
global,asym,42,B0055,J,0.05,0.02,26.431999643343836,6,4,0.6666666666666666
global,asym,42,B0007,J,0.05,0.05,63.381120905421874,9,0,0.0
global,asym,42,B0044,J,0.05,0.05,31.774692976824237,6,0,0.0
global,asym,42,B0048,J,0.05,0.05,12.768124151323455,4,4,1.0
global,asym,42,B0055,J,0.05,0.05,26.431999643343836,6,0,0.0
global,asym,42,B0007,J,0.1,0.0,63.381120905421874,17,17,1.0
global,asym,42,B0044,J,0.1,0.0,31.774692976824237,12,3,0.25
global,asym,42,B0048,J,0.1,0.0,12.768124151323455,8,8,1.0
global,asym,42,B0055,J,0.1,0.0,26.431999643343836,11,7,0.6363636363636364
global,asym,42,B0007,J,0.1,0.02,63.381120905421874,17,9,0.5294117647058824
global,asym,42,B0044,J,0.1,0.02,31.774692976824237,12,0,0.0
global,asym,42,B0048,J,0.1,0.02,12.768124151323455,8,8,1.0
global,asym,42,B0055,J,0.1,0.02,26.431999643343836,11,4,0.36363636363636365
global,asym,42,B0007,J,0.1,0.05,63.381120905421874,17,0,0.0
global,asym,42,B0044,J,0.1,0.05,31.774692976824237,12,0,0.0
global,asym,42,B0048,J,0.1,0.05,12.768124151323455,8,8,1.0
global,asym,42,B0055,J,0.1,0.05,26.431999643343836,11,0,0.0
global,asym,42,B0007,J,0.2,0.0,63.381120905421874,34,27,0.7941176470588235
global,asym,42,B0044,J,0.2,0.0,31.774692976824237,23,9,0.391304347826087
global,asym,42,B0048,J,0.2,0.0,12.768124151323455,15,15,1.0
global,asym,42,B0055,J,0.2,0.0,26.431999643343836,21,7,0.3333333333333333
global,asym,42,B0007,J,0.2,0.02,63.381120905421874,34,14,0.4117647058823529
global,asym,42,B0044,J,0.2,0.02,31.774692976824237,23,5,0.21739130434782608
global,asym,42,B0048,J,0.2,0.02,12.768124151323455,15,15,1.0
global,asym,42,B0055,J,0.2,0.02,26.431999643343836,21,4,0.19047619047619047
global,asym,42,B0007,J,0.2,0.05,63.381120905421874,34,0,0.0
global,asym,42,B0044,J,0.2,0.05,31.774692976824237,23,0,0.0
global,asym,42,B0048,J,0.2,0.05,12.768124151323455,15,15,1.0
global,asym,42,B0055,J,0.2,0.05,26.431999643343836,21,0,0.0
global,asym,42,B0007,J_plus_1,0.05,0.0,63.381120905421874,9,9,1.0
global,asym,42,B0044,J_plus_1,0.05,0.0,31.774692976824237,6,3,0.5
global,asym,42,B0048,J_plus_1,0.05,0.0,12.768124151323455,4,4,1.0
global,asym,42,B0055,J_plus_1,0.05,0.0,26.431999643343836,6,6,1.0
global,asym,42,B0007,J_plus_1,0.05,0.02,63.381120905421874,9,8,0.8888888888888888
global,asym,42,B0044,J_plus_1,0.05,0.02,31.774692976824237,6,0,0.0
global,asym,42,B0048,J_plus_1,0.05,0.02,12.768124151323455,4,4,1.0
global,asym,42,B0055,J_plus_1,0.05,0.02,26.431999643343836,6,4,0.6666666666666666
global,asym,42,B0007,J_plus_1,0.05,0.05,63.381120905421874,9,0,0.0
global,asym,42,B0044,J_plus_1,0.05,0.05,31.774692976824237,6,0,0.0
global,asym,42,B0048,J_plus_1,0.05,0.05,12.768124151323455,4,4,1.0
global,asym,42,B0055,J_plus_1,0.05,0.05,26.431999643343836,6,0,0.0
global,asym,42,B0007,J_plus_1,0.1,0.0,63.381120905421874,17,17,1.0
global,asym,42,B0044,J_plus_1,0.1,0.0,31.774692976824237,12,3,0.25
global,asym,42,B0048,J_plus_1,0.1,0.0,12.768124151323455,8,8,1.0
global,asym,42,B0055,J_plus_1,0.1,0.0,26.431999643343836,11,7,0.6363636363636364
global,asym,42,B0007,J_plus_1,0.1,0.02,63.381120905421874,17,8,0.47058823529411764
global,asym,42,B0044,J_plus_1,0.1,0.02,31.774692976824237,12,0,0.0
global,asym,42,B0048,J_plus_1,0.1,0.02,12.768124151323455,8,8,1.0
global,asym,42,B0055,J_plus_1,0.1,0.02,26.431999643343836,11,4,0.36363636363636365
global,asym,42,B0007,J_plus_1,0.1,0.05,63.381120905421874,17,0,0.0
global,asym,42,B0044,J_plus_1,0.1,0.05,31.774692976824237,12,0,0.0
global,asym,42,B0048,J_plus_1,0.1,0.05,12.768124151323455,8,8,1.0
global,asym,42,B0055,J_plus_1,0.1,0.05,26.431999643343836,11,0,0.0
global,asym,42,B0007,J_plus_1,0.2,0.0,63.381120905421874,34,27,0.7941176470588235
global,asym,42,B0044,J_plus_1,0.2,0.0,31.774692976824237,23,9,0.391304347826087
global,asym,42,B0048,J_plus_1,0.2,0.0,12.768124151323455,15,15,1.0
global,asym,42,B0055,J_plus_1,0.2,0.0,26.431999643343836,21,7,0.3333333333333333
global,asym,42,B0007,J_plus_1,0.2,0.02,63.381120905421874,34,13,0.38235294117647056
global,asym,42,B0044,J_plus_1,0.2,0.02,31.774692976824237,23,5,0.21739130434782608
global,asym,42,B0048,J_plus_1,0.2,0.02,12.768124151323455,15,15,1.0
global,asym,42,B0055,J_plus_1,0.2,0.02,26.431999643343836,21,4,0.19047619047619047
global,asym,42,B0007,J_plus_1,0.2,0.05,63.381120905421874,34,0,0.0
global,asym,42,B0044,J_plus_1,0.2,0.05,31.774692976824237,23,0,0.0
global,asym,42,B0048,J_plus_1,0.2,0.05,12.768124151323455,15,15,1.0
global,asym,42,B0055,J_plus_1,0.2,0.05,26.431999643343836,21,0,0.0
global,asym,123,B0007,J,0.05,0.0,65.97969822264172,9,9,1.0
global,asym,123,B0044,J,0.05,0.0,34.57180969834404,6,6,1.0
global,asym,123,B0048,J,0.05,0.0,15.58678453306961,4,4,1.0
global,asym,123,B0055,J,0.05,0.0,29.72296421024395,6,6,1.0
global,asym,123,B0007,J,0.05,0.02,65.97969822264172,9,9,1.0
global,asym,123,B0044,J,0.05,0.02,34.57180969834404,6,6,1.0
global,asym,123,B0048,J,0.05,0.02,15.58678453306961,4,4,1.0
global,asym,123,B0055,J,0.05,0.02,29.72296421024395,6,6,1.0
global,asym,123,B0007,J,0.05,0.05,65.97969822264172,9,9,1.0
global,asym,123,B0044,J,0.05,0.05,34.57180969834404,6,6,1.0
global,asym,123,B0048,J,0.05,0.05,15.58678453306961,4,4,1.0
global,asym,123,B0055,J,0.05,0.05,29.72296421024395,6,6,1.0
global,asym,123,B0007,J,0.1,0.0,65.97969822264172,17,17,1.0
global,asym,123,B0044,J,0.1,0.0,34.57180969834404,12,12,1.0
global,asym,123,B0048,J,0.1,0.0,15.58678453306961,8,8,1.0
global,asym,123,B0055,J,0.1,0.0,29.72296421024395,11,11,1.0
global,asym,123,B0007,J,0.1,0.02,65.97969822264172,17,17,1.0
global,asym,123,B0044,J,0.1,0.02,34.57180969834404,12,12,1.0
global,asym,123,B0048,J,0.1,0.02,15.58678453306961,8,8,1.0
global,asym,123,B0055,J,0.1,0.02,29.72296421024395,11,11,1.0
global,asym,123,B0007,J,0.1,0.05,65.97969822264172,17,15,0.8823529411764706
global,asym,123,B0044,J,0.1,0.05,34.57180969834404,12,12,1.0
global,asym,123,B0048,J,0.1,0.05,15.58678453306961,8,8,1.0
global,asym,123,B0055,J,0.1,0.05,29.72296421024395,11,11,1.0
global,asym,123,B0007,J,0.2,0.0,65.97969822264172,34,24,0.7058823529411765
global,asym,123,B0044,J,0.2,0.0,34.57180969834404,23,23,1.0
global,asym,123,B0048,J,0.2,0.0,15.58678453306961,15,15,1.0
global,asym,123,B0055,J,0.2,0.0,29.72296421024395,21,21,1.0
global,asym,123,B0007,J,0.2,0.02,65.97969822264172,34,20,0.5882352941176471
global,asym,123,B0044,J,0.2,0.02,34.57180969834404,23,20,0.8695652173913043
global,asym,123,B0048,J,0.2,0.02,15.58678453306961,15,15,1.0
global,asym,123,B0055,J,0.2,0.02,29.72296421024395,21,21,1.0
global,asym,123,B0007,J,0.2,0.05,65.97969822264172,34,15,0.4411764705882353
global,asym,123,B0044,J,0.2,0.05,34.57180969834404,23,17,0.7391304347826086
global,asym,123,B0048,J,0.2,0.05,15.58678453306961,15,15,1.0
global,asym,123,B0055,J,0.2,0.05,29.72296421024395,21,18,0.8571428571428571
global,asym,123,B0007,J_plus_1,0.05,0.0,65.97969822264172,9,9,1.0
global,asym,123,B0044,J_plus_1,0.05,0.0,34.57180969834404,6,6,1.0
global,asym,123,B0048,J_plus_1,0.05,0.0,15.58678453306961,4,4,1.0
global,asym,123,B0055,J_plus_1,0.05,0.0,29.72296421024395,6,6,1.0
global,asym,123,B0007,J_plus_1,0.05,0.02,65.97969822264172,9,9,1.0
global,asym,123,B0044,J_plus_1,0.05,0.02,34.57180969834404,6,6,1.0
global,asym,123,B0048,J_plus_1,0.05,0.02,15.58678453306961,4,4,1.0
global,asym,123,B0055,J_plus_1,0.05,0.02,29.72296421024395,6,6,1.0
global,asym,123,B0007,J_plus_1,0.05,0.05,65.97969822264172,9,9,1.0
global,asym,123,B0044,J_plus_1,0.05,0.05,34.57180969834404,6,6,1.0
global,asym,123,B0048,J_plus_1,0.05,0.05,15.58678453306961,4,4,1.0
global,asym,123,B0055,J_plus_1,0.05,0.05,29.72296421024395,6,6,1.0
global,asym,123,B0007,J_plus_1,0.1,0.0,65.97969822264172,17,17,1.0
global,asym,123,B0044,J_plus_1,0.1,0.0,34.57180969834404,12,12,1.0
global,asym,123,B0048,J_plus_1,0.1,0.0,15.58678453306961,8,8,1.0
global,asym,123,B0055,J_plus_1,0.1,0.0,29.72296421024395,11,11,1.0
global,asym,123,B0007,J_plus_1,0.1,0.02,65.97969822264172,17,17,1.0
global,asym,123,B0044,J_plus_1,0.1,0.02,34.57180969834404,12,12,1.0
global,asym,123,B0048,J_plus_1,0.1,0.02,15.58678453306961,8,8,1.0
global,asym,123,B0055,J_plus_1,0.1,0.02,29.72296421024395,11,11,1.0
global,asym,123,B0007,J_plus_1,0.1,0.05,65.97969822264172,17,15,0.8823529411764706
global,asym,123,B0044,J_plus_1,0.1,0.05,34.57180969834404,12,12,1.0
global,asym,123,B0048,J_plus_1,0.1,0.05,15.58678453306961,8,8,1.0
global,asym,123,B0055,J_plus_1,0.1,0.05,29.72296421024395,11,11,1.0
global,asym,123,B0007,J_plus_1,0.2,0.0,65.97969822264172,34,24,0.7058823529411765
global,asym,123,B0044,J_plus_1,0.2,0.0,34.57180969834404,23,23,1.0
global,asym,123,B0048,J_plus_1,0.2,0.0,15.58678453306961,15,15,1.0
global,asym,123,B0055,J_plus_1,0.2,0.0,29.72296421024395,21,21,1.0
global,asym,123,B0007,J_plus_1,0.2,0.02,65.97969822264172,34,20,0.5882352941176471
global,asym,123,B0044,J_plus_1,0.2,0.02,34.57180969834404,23,20,0.8695652173913043
global,asym,123,B0048,J_plus_1,0.2,0.02,15.58678453306961,15,15,1.0
global,asym,123,B0055,J_plus_1,0.2,0.02,29.72296421024395,21,21,1.0
global,asym,123,B0007,J_plus_1,0.2,0.05,65.97969822264172,34,15,0.4411764705882353
global,asym,123,B0044,J_plus_1,0.2,0.05,34.57180969834404,23,17,0.7391304347826086
global,asym,123,B0048,J_plus_1,0.2,0.05,15.58678453306961,15,15,1.0
global,asym,123,B0055,J_plus_1,0.2,0.05,29.72296421024395,21,18,0.8571428571428571
global,asym,2024,B0007,J,0.05,0.0,66.55223755654363,9,9,1.0
global,asym,2024,B0044,J,0.05,0.0,35.11792122670824,6,6,1.0
global,asym,2024,B0048,J,0.05,0.0,15.489477357878442,4,4,1.0
global,asym,2024,B0055,J,0.05,0.0,29.94508158329687,6,6,1.0
global,asym,2024,B0007,J,0.05,0.02,66.55223755654363,9,9,1.0
global,asym,2024,B0044,J,0.05,0.02,35.11792122670824,6,6,1.0
global,asym,2024,B0048,J,0.05,0.02,15.489477357878442,4,4,1.0
global,asym,2024,B0055,J,0.05,0.02,29.94508158329687,6,6,1.0
global,asym,2024,B0007,J,0.05,0.05,66.55223755654363,9,9,1.0
global,asym,2024,B0044,J,0.05,0.05,35.11792122670824,6,6,1.0
global,asym,2024,B0048,J,0.05,0.05,15.489477357878442,4,4,1.0
global,asym,2024,B0055,J,0.05,0.05,29.94508158329687,6,6,1.0
global,asym,2024,B0007,J,0.1,0.0,66.55223755654363,17,17,1.0
global,asym,2024,B0044,J,0.1,0.0,35.11792122670824,12,12,1.0
global,asym,2024,B0048,J,0.1,0.0,15.489477357878442,8,8,1.0
global,asym,2024,B0055,J,0.1,0.0,29.94508158329687,11,11,1.0
global,asym,2024,B0007,J,0.1,0.02,66.55223755654363,17,17,1.0
global,asym,2024,B0044,J,0.1,0.02,35.11792122670824,12,12,1.0
global,asym,2024,B0048,J,0.1,0.02,15.489477357878442,8,8,1.0
global,asym,2024,B0055,J,0.1,0.02,29.94508158329687,11,11,1.0
global,asym,2024,B0007,J,0.1,0.05,66.55223755654363,17,15,0.8823529411764706
global,asym,2024,B0044,J,0.1,0.05,35.11792122670824,12,12,1.0
global,asym,2024,B0048,J,0.1,0.05,15.489477357878442,8,8,1.0
global,asym,2024,B0055,J,0.1,0.05,29.94508158329687,11,11,1.0
global,asym,2024,B0007,J,0.2,0.0,66.55223755654363,34,23,0.6764705882352942
global,asym,2024,B0044,J,0.2,0.0,35.11792122670824,23,22,0.9565217391304348
global,asym,2024,B0048,J,0.2,0.0,15.489477357878442,15,15,1.0
global,asym,2024,B0055,J,0.2,0.0,29.94508158329687,21,21,1.0
global,asym,2024,B0007,J,0.2,0.02,66.55223755654363,34,20,0.5882352941176471
global,asym,2024,B0044,J,0.2,0.02,35.11792122670824,23,19,0.8260869565217391
global,asym,2024,B0048,J,0.2,0.02,15.489477357878442,15,15,1.0
global,asym,2024,B0055,J,0.2,0.02,29.94508158329687,21,20,0.9523809523809523
global,asym,2024,B0007,J,0.2,0.05,66.55223755654363,34,15,0.4411764705882353
global,asym,2024,B0044,J,0.2,0.05,35.11792122670824,23,16,0.6956521739130435
global,asym,2024,B0048,J,0.2,0.05,15.489477357878442,15,15,1.0
global,asym,2024,B0055,J,0.2,0.05,29.94508158329687,21,17,0.8095238095238095
global,asym,2024,B0007,J_plus_1,0.05,0.0,66.55223755654363,9,9,1.0
global,asym,2024,B0044,J_plus_1,0.05,0.0,35.11792122670824,6,6,1.0
global,asym,2024,B0048,J_plus_1,0.05,0.0,15.489477357878442,4,4,1.0
global,asym,2024,B0055,J_plus_1,0.05,0.0,29.94508158329687,6,6,1.0
global,asym,2024,B0007,J_plus_1,0.05,0.02,66.55223755654363,9,9,1.0
global,asym,2024,B0044,J_plus_1,0.05,0.02,35.11792122670824,6,6,1.0
global,asym,2024,B0048,J_plus_1,0.05,0.02,15.489477357878442,4,4,1.0
global,asym,2024,B0055,J_plus_1,0.05,0.02,29.94508158329687,6,6,1.0
global,asym,2024,B0007,J_plus_1,0.05,0.05,66.55223755654363,9,9,1.0
global,asym,2024,B0044,J_plus_1,0.05,0.05,35.11792122670824,6,6,1.0
global,asym,2024,B0048,J_plus_1,0.05,0.05,15.489477357878442,4,4,1.0
global,asym,2024,B0055,J_plus_1,0.05,0.05,29.94508158329687,6,6,1.0
global,asym,2024,B0007,J_plus_1,0.1,0.0,66.55223755654363,17,17,1.0
global,asym,2024,B0044,J_plus_1,0.1,0.0,35.11792122670824,12,12,1.0
global,asym,2024,B0048,J_plus_1,0.1,0.0,15.489477357878442,8,8,1.0
global,asym,2024,B0055,J_plus_1,0.1,0.0,29.94508158329687,11,11,1.0
global,asym,2024,B0007,J_plus_1,0.1,0.02,66.55223755654363,17,17,1.0
global,asym,2024,B0044,J_plus_1,0.1,0.02,35.11792122670824,12,12,1.0
global,asym,2024,B0048,J_plus_1,0.1,0.02,15.489477357878442,8,8,1.0
global,asym,2024,B0055,J_plus_1,0.1,0.02,29.94508158329687,11,11,1.0
global,asym,2024,B0007,J_plus_1,0.1,0.05,66.55223755654363,17,14,0.8235294117647058
global,asym,2024,B0044,J_plus_1,0.1,0.05,35.11792122670824,12,12,1.0
global,asym,2024,B0048,J_plus_1,0.1,0.05,15.489477357878442,8,8,1.0
global,asym,2024,B0055,J_plus_1,0.1,0.05,29.94508158329687,11,11,1.0
global,asym,2024,B0007,J_plus_1,0.2,0.0,66.55223755654363,34,23,0.6764705882352942
global,asym,2024,B0044,J_plus_1,0.2,0.0,35.11792122670824,23,22,0.9565217391304348
global,asym,2024,B0048,J_plus_1,0.2,0.0,15.489477357878442,15,15,1.0
global,asym,2024,B0055,J_plus_1,0.2,0.0,29.94508158329687,21,21,1.0
global,asym,2024,B0007,J_plus_1,0.2,0.02,66.55223755654363,34,20,0.5882352941176471
global,asym,2024,B0044,J_plus_1,0.2,0.02,35.11792122670824,23,19,0.8260869565217391
global,asym,2024,B0048,J_plus_1,0.2,0.02,15.489477357878442,15,15,1.0
global,asym,2024,B0055,J_plus_1,0.2,0.02,29.94508158329687,21,20,0.9523809523809523
global,asym,2024,B0007,J_plus_1,0.2,0.05,66.55223755654363,34,14,0.4117647058823529
global,asym,2024,B0044,J_plus_1,0.2,0.05,35.11792122670824,23,16,0.6956521739130435
global,asym,2024,B0048,J_plus_1,0.2,0.05,15.489477357878442,15,15,1.0
global,asym,2024,B0055,J_plus_1,0.2,0.05,29.94508158329687,21,17,0.8095238095238095
global,asym,2025,B0007,J,0.05,0.0,50.01213073568673,9,9,1.0
global,asym,2025,B0044,J,0.05,0.0,19.47300765816624,6,3,0.5
global,asym,2025,B0048,J,0.05,0.0,3.149722359254339,4,4,1.0
global,asym,2025,B0055,J,0.05,0.0,16.028786962108626,6,0,0.0
global,asym,2025,B0007,J,0.05,0.02,50.01213073568673,9,8,0.8888888888888888
global,asym,2025,B0044,J,0.05,0.02,19.47300765816624,6,1,0.16666666666666666
global,asym,2025,B0048,J,0.05,0.02,3.149722359254339,4,4,1.0
global,asym,2025,B0055,J,0.05,0.02,16.028786962108626,6,0,0.0
global,asym,2025,B0007,J,0.05,0.05,50.01213073568673,9,0,0.0
global,asym,2025,B0044,J,0.05,0.05,19.47300765816624,6,0,0.0
global,asym,2025,B0048,J,0.05,0.05,3.149722359254339,4,4,1.0
global,asym,2025,B0055,J,0.05,0.05,16.028786962108626,6,0,0.0
global,asym,2025,B0007,J,0.1,0.0,50.01213073568673,17,17,1.0
global,asym,2025,B0044,J,0.1,0.0,19.47300765816624,12,5,0.4166666666666667
global,asym,2025,B0048,J,0.1,0.0,3.149722359254339,8,8,1.0
global,asym,2025,B0055,J,0.1,0.0,16.028786962108626,11,0,0.0
global,asym,2025,B0007,J,0.1,0.02,50.01213073568673,17,11,0.6470588235294118
global,asym,2025,B0044,J,0.1,0.02,19.47300765816624,12,1,0.08333333333333333
global,asym,2025,B0048,J,0.1,0.02,3.149722359254339,8,8,1.0
global,asym,2025,B0055,J,0.1,0.02,16.028786962108626,11,0,0.0
global,asym,2025,B0007,J,0.1,0.05,50.01213073568673,17,0,0.0
global,asym,2025,B0044,J,0.1,0.05,19.47300765816624,12,0,0.0
global,asym,2025,B0048,J,0.1,0.05,3.149722359254339,8,7,0.875
global,asym,2025,B0055,J,0.1,0.05,16.028786962108626,11,0,0.0
global,asym,2025,B0007,J,0.2,0.0,50.01213073568673,34,21,0.6176470588235294
global,asym,2025,B0044,J,0.2,0.0,19.47300765816624,23,15,0.6521739130434783
global,asym,2025,B0048,J,0.2,0.0,3.149722359254339,15,15,1.0
global,asym,2025,B0055,J,0.2,0.0,16.028786962108626,21,0,0.0
global,asym,2025,B0007,J,0.2,0.02,50.01213073568673,34,11,0.3235294117647059
global,asym,2025,B0044,J,0.2,0.02,19.47300765816624,23,4,0.17391304347826086
global,asym,2025,B0048,J,0.2,0.02,3.149722359254339,15,15,1.0
global,asym,2025,B0055,J,0.2,0.02,16.028786962108626,21,0,0.0
global,asym,2025,B0007,J,0.2,0.05,50.01213073568673,34,0,0.0
global,asym,2025,B0044,J,0.2,0.05,19.47300765816624,23,0,0.0
global,asym,2025,B0048,J,0.2,0.05,3.149722359254339,15,7,0.4666666666666667
global,asym,2025,B0055,J,0.2,0.05,16.028786962108626,21,0,0.0
global,asym,2025,B0007,J_plus_1,0.05,0.0,50.01213073568673,9,9,1.0
global,asym,2025,B0044,J_plus_1,0.05,0.0,19.47300765816624,6,3,0.5
global,asym,2025,B0048,J_plus_1,0.05,0.0,3.149722359254339,4,4,1.0
global,asym,2025,B0055,J_plus_1,0.05,0.0,16.028786962108626,6,0,0.0
global,asym,2025,B0007,J_plus_1,0.05,0.02,50.01213073568673,9,8,0.8888888888888888
global,asym,2025,B0044,J_plus_1,0.05,0.02,19.47300765816624,6,1,0.16666666666666666
global,asym,2025,B0048,J_plus_1,0.05,0.02,3.149722359254339,4,4,1.0
global,asym,2025,B0055,J_plus_1,0.05,0.02,16.028786962108626,6,0,0.0
global,asym,2025,B0007,J_plus_1,0.05,0.05,50.01213073568673,9,0,0.0
global,asym,2025,B0044,J_plus_1,0.05,0.05,19.47300765816624,6,0,0.0
global,asym,2025,B0048,J_plus_1,0.05,0.05,3.149722359254339,4,4,1.0
global,asym,2025,B0055,J_plus_1,0.05,0.05,16.028786962108626,6,0,0.0
global,asym,2025,B0007,J_plus_1,0.1,0.0,50.01213073568673,17,17,1.0
global,asym,2025,B0044,J_plus_1,0.1,0.0,19.47300765816624,12,5,0.4166666666666667
global,asym,2025,B0048,J_plus_1,0.1,0.0,3.149722359254339,8,8,1.0
global,asym,2025,B0055,J_plus_1,0.1,0.0,16.028786962108626,11,0,0.0
global,asym,2025,B0007,J_plus_1,0.1,0.02,50.01213073568673,17,11,0.6470588235294118
global,asym,2025,B0044,J_plus_1,0.1,0.02,19.47300765816624,12,1,0.08333333333333333
global,asym,2025,B0048,J_plus_1,0.1,0.02,3.149722359254339,8,8,1.0
global,asym,2025,B0055,J_plus_1,0.1,0.02,16.028786962108626,11,0,0.0
global,asym,2025,B0007,J_plus_1,0.1,0.05,50.01213073568673,17,0,0.0
global,asym,2025,B0044,J_plus_1,0.1,0.05,19.47300765816624,12,0,0.0
global,asym,2025,B0048,J_plus_1,0.1,0.05,3.149722359254339,8,7,0.875
global,asym,2025,B0055,J_plus_1,0.1,0.05,16.028786962108626,11,0,0.0
global,asym,2025,B0007,J_plus_1,0.2,0.0,50.01213073568673,34,21,0.6176470588235294
global,asym,2025,B0044,J_plus_1,0.2,0.0,19.47300765816624,23,15,0.6521739130434783
global,asym,2025,B0048,J_plus_1,0.2,0.0,3.149722359254339,15,15,1.0
global,asym,2025,B0055,J_plus_1,0.2,0.0,16.028786962108626,21,0,0.0
global,asym,2025,B0007,J_plus_1,0.2,0.02,50.01213073568673,34,11,0.3235294117647059
global,asym,2025,B0044,J_plus_1,0.2,0.02,19.47300765816624,23,4,0.17391304347826086
global,asym,2025,B0048,J_plus_1,0.2,0.02,3.149722359254339,15,15,1.0
global,asym,2025,B0055,J_plus_1,0.2,0.02,16.028786962108626,21,0,0.0
global,asym,2025,B0007,J_plus_1,0.2,0.05,50.01213073568673,34,0,0.0
global,asym,2025,B0044,J_plus_1,0.2,0.05,19.47300765816624,23,0,0.0
global,asym,2025,B0048,J_plus_1,0.2,0.05,3.149722359254339,15,7,0.4666666666666667
global,asym,2025,B0055,J_plus_1,0.2,0.05,16.028786962108626,21,0,0.0
global,asym,2026,B0007,J,0.05,0.0,64.27776280053014,9,9,1.0
global,asym,2026,B0044,J,0.05,0.0,32.54222706000569,6,0,0.0
global,asym,2026,B0048,J,0.05,0.0,12.094327460491638,4,4,1.0
global,asym,2026,B0055,J,0.05,0.0,27.027815324412657,6,1,0.16666666666666666
global,asym,2026,B0007,J,0.05,0.02,64.27776280053014,9,9,1.0
global,asym,2026,B0044,J,0.05,0.02,32.54222706000569,6,0,0.0
global,asym,2026,B0048,J,0.05,0.02,12.094327460491638,4,4,1.0
global,asym,2026,B0055,J,0.05,0.02,27.027815324412657,6,0,0.0
global,asym,2026,B0007,J,0.05,0.05,64.27776280053014,9,9,1.0
global,asym,2026,B0044,J,0.05,0.05,32.54222706000569,6,0,0.0
global,asym,2026,B0048,J,0.05,0.05,12.094327460491638,4,4,1.0
global,asym,2026,B0055,J,0.05,0.05,27.027815324412657,6,0,0.0
global,asym,2026,B0007,J,0.1,0.0,64.27776280053014,17,17,1.0
global,asym,2026,B0044,J,0.1,0.0,32.54222706000569,12,0,0.0
global,asym,2026,B0048,J,0.1,0.0,12.094327460491638,8,8,1.0
global,asym,2026,B0055,J,0.1,0.0,27.027815324412657,11,4,0.36363636363636365
global,asym,2026,B0007,J,0.1,0.02,64.27776280053014,17,17,1.0
global,asym,2026,B0044,J,0.1,0.02,32.54222706000569,12,0,0.0
global,asym,2026,B0048,J,0.1,0.02,12.094327460491638,8,8,1.0
global,asym,2026,B0055,J,0.1,0.02,27.027815324412657,11,0,0.0
global,asym,2026,B0007,J,0.1,0.05,64.27776280053014,17,17,1.0
global,asym,2026,B0044,J,0.1,0.05,32.54222706000569,12,0,0.0
global,asym,2026,B0048,J,0.1,0.05,12.094327460491638,8,8,1.0
global,asym,2026,B0055,J,0.1,0.05,27.027815324412657,11,0,0.0
global,asym,2026,B0007,J,0.2,0.0,64.27776280053014,34,26,0.7647058823529411
global,asym,2026,B0044,J,0.2,0.0,32.54222706000569,23,7,0.30434782608695654
global,asym,2026,B0048,J,0.2,0.0,12.094327460491638,15,15,1.0
global,asym,2026,B0055,J,0.2,0.0,27.027815324412657,21,14,0.6666666666666666
global,asym,2026,B0007,J,0.2,0.02,64.27776280053014,34,23,0.6764705882352942
global,asym,2026,B0044,J,0.2,0.02,32.54222706000569,23,1,0.043478260869565216
global,asym,2026,B0048,J,0.2,0.02,12.094327460491638,15,15,1.0
global,asym,2026,B0055,J,0.2,0.02,27.027815324412657,21,7,0.3333333333333333
global,asym,2026,B0007,J,0.2,0.05,64.27776280053014,34,17,0.5
